Manufacturer,Model,Year,Category,Mileage,FuelType,EngineVolume,DriveWheels,GearBox,Doors,Wheel,Color,LeatherInterior,Price,Clearance
NISSAN,Pathfinder,2006,Jeep,188200.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Silver,True,4000,True
CHEVROLET,Cruze,2011,Sedan,153900.0,Petrol,1.4,Front,Tiptronic,4/5,Left wheel,Silver,True,4500,False
VOLKSWAGEN,GTI,2010,Hatchback,10000.0,Petrol,2.0,Front,Manual,4/5,Left wheel,Sky blue,False,5000,True
BMW,X5 2.5D,2014,Jeep,78000.0,Diesel,2.0,4x4,Tiptronic,4/5,Left wheel,Black,True,32000,True
FORD,C-MAX,2013,Hatchback,133000.0,Plug-in Hybrid,2.0,Front,Automatic,4/5,Left wheel,Silver,True,7000,True
PORSCHE,Cayenne,2015,Jeep,120000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,White,True,39000,True
OPEL,Astra,2008,Hatchback,113000.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Black,False,2300,False
BMW,X5 M packet,2011,Jeep,170000.0,Petrol,4.4,4x4,Tiptronic,4/5,Left wheel,Black,True,10300,True
TOYOTA,Camry,2019,Sedan,10000.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Blue,True,19500,False
MERCEDES-BENZ,CLS 550,2012,Sedan,114000.0,Petrol,4.7,Rear,Tiptronic,4/5,Left wheel,Black,True,22000,False
BMW,X6,2011,Jeep,76000.0,Hybrid,4.4,4x4,Tiptronic,4/5,Left wheel,White,True,22000,True
TOYOTA,Prius,2012,Hatchback,236800.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Black,False,5500,True
HYUNDAI,Elantra,2016,Sedan,34008.0,Petrol,2.6,Front,Automatic,4/5,Left wheel,Red,True,4900,False
HYUNDAI,Sonata,2013,Sedan,68000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Blue,True,6000,False
BMW,428 Sport Line,2013,Coupe,160000.0,Petrol,2.0,Rear,Automatic,2/3,Left wheel,Black,True,10500,True
TOYOTA,Prius,2015,Hatchback,128000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,White,True,7600,False
TOYOTA,Camry,2014,Sedan,92800.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,White,True,8100,False
TOYOTA,Prius,2008,Sedan,245000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,Blue,False,3700,True
MAZDA,Demio Sport,2004,Hatchback,168940.0,Petrol,1.5,Front,Manual,4/5,Right-hand drive,Blue,False,2400,True
TOYOTA,Aqua,2012,Sedan,87000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,Black,False,2800,False
NISSAN,Note,2013,Hatchback,35000.0,Petrol,1.2,Front,Variator,4/5,Right-hand drive,Black,False,3278,False
MERCEDES-BENZ,SL 55 AMG,2009,Cabriolet,160000.0,Petrol,5.5,Rear,Tiptronic,2/3,Left wheel,Black,True,10928,True
FORD,Fusion,2014,Sedan,99291.0,Hybrid,2.0,Front,Tiptronic,4/5,Left wheel,White,True,3500,False
TOYOTA,Camry,2010,Sedan,171200.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,Silver,True,6300,True
TOYOTA,Camry,2014,Sedan,140500.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Red,True,7400,True
TOYOTA,Prius,2010,Sedan,200000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Silver,False,4700,True
KIA,Optima,2015,Sedan,120000.0,Petrol,2.4,Front,Automatic,4/5,Left wheel,Black,False,6300,False
CHEVROLET,Cruze,2013,Sedan,147000.0,Petrol,1.4,Front,Tiptronic,4/5,Left wheel,Carnelian red,False,4150,False
VOLKSWAGEN,Jetta TDI,2009,Sedan,230000.0,Diesel,2.0,Front,Tiptronic,4/5,Left wheel,Black,True,4500,True
LEXUS,IS 250 რესტაილინგი,2011,Sedan,138000.0,Petrol,2.5,Rear,Tiptronic,4/5,Left wheel,Grey,True,7800,True
TOYOTA,Camry,2012,Sedan,90000.0,Hybrid,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,4800,False
TOYOTA,Camry,2012,Sedan,102000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Grey,True,4300,False
HYUNDAI,Accent,2015,Sedan,128760.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,White,False,3500,False
TOYOTA,Prius,2010,Hatchback,119561.0,Hybrid,1.8,Front,Tiptronic,4/5,Left wheel,White,True,4100,False
HYUNDAI,Elantra,2014,Sedan,102000.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Blue,False,3000,False
TOYOTA,Camry,2014,Sedan,152000.0,Hybrid,2.4,Front,Variator,4/5,Left wheel,Grey,True,7700,True
FORD,C-MAX,2013,Sedan,94000.0,Hybrid,2.0,Front,Tiptronic,4/5,Left wheel,Black,False,3700,False
TOYOTA,Prius,2007,Hatchback,154000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Blue,False,2800,False
TOYOTA,Prius,2012,Sedan,166000.0,Hybrid,1.8,Front,Tiptronic,4/5,Left wheel,Blue,False,3900,False
MERCEDES-BENZ,CLK 350,2005,Cabriolet,214000.0,Petrol,3.5,Rear,Automatic,2/3,Left wheel,Black,True,4300,True
TOYOTA,Prius,2012,Sedan,182400.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Black,True,6800,True
FORD,Fusion,2010,Sedan,176000.0,Hybrid,2.5,Front,Variator,4/5,Left wheel,Grey,False,3200,False
TOYOTA,Camry,2013,Sedan,180000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,7000,False
MERCEDES-BENZ,ML 350,2011,Jeep,158000.0,Petrol,3.5,4x4,Tiptronic,4/5,Left wheel,Grey,True,16500,True
BMW,650,2013,Coupe,103000.0,Petrol,4.4,4x4,Tiptronic,2/3,Left wheel,Black,True,25500,True
HYUNDAI,Sonata,2014,Sedan,75200.0,Petrol,2.4,Front,Automatic,4/5,Left wheel,White,True,4800,False
HYUNDAI,Sonata,2014,Sedan,102400.0,Hybrid,2.4,Front,Automatic,4/5,Left wheel,Silver,True,4800,False
TOYOTA,4Runner,2011,Jeep,208000.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Brown,False,17200,False
TOYOTA,Camry,2013,Sedan,126000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Silver,True,7400,False
HYUNDAI,Elantra,2013,Sedan,95000.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Grey,False,5800,True
MERCEDES-BENZ,ML 350,2012,Jeep,95000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Grey,True,16000,True
HONDA,Insight,2010,Sedan,150000.0,Hybrid,1.3,Front,Variator,4/5,Left wheel,Black,False,3800,False
BMW,535 535,2011,Sedan,90567.0,Petrol,3.0,Rear,Tiptronic,4/5,Left wheel,Grey,True,8200,False
LEXUS,CT 200h,2011,Sedan,158000.0,Hybrid,1.8,Front,Tiptronic,4/5,Left wheel,Grey,True,4900,False
TOYOTA,Prius,2009,Hatchback,332800.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,White,True,3500,False
MERCEDES-BENZ,ML 350,2011,Jeep,176637.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Silver,True,14200,True
LEXUS,ES 300,2013,Sedan,105000.0,Hybrid,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,14500,True
TOYOTA,Camry,2012,Sedan,105000.0,Hybrid,2.5,Front,Tiptronic,4/5,Left wheel,White,True,7700,True
FORD,C-MAX,2016,Sedan,82000.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,White,True,6800,False
TOYOTA,Prius,2010,Hatchback,153000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Silver,False,5200,False
TOYOTA,Prius,2010,Sedan,158000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Silver,False,5000,False
SUBARU,Forester,2002,Jeep,400000.0,Petrol,2.5,4x4,Manual,4/5,Left wheel,Silver,False,3000,True
FORD,Fusion,2018,Sedan,39000.0,Hybrid,2.0,Front,Tiptronic,4/5,Left wheel,Silver,True,11800,False
TOYOTA,Camry,2018,Sedan,12000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,19500,False
MERCEDES-BENZ,C 300,2009,Sedan,151216.0,Petrol,3.0,4x4,Tiptronic,4/5,Left wheel,Silver,True,6900,True
TOYOTA,Camry,2013,Sedan,152000.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Black,True,8400,True
JEEP,Liberty,2008,Jeep,273802.0,LPG,3.7,4x4,Automatic,4/5,Left wheel,Carnelian red,False,4800,True
TOYOTA,Prius C,2014,Hatchback,113000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,White,False,5300,False
TOYOTA,Prius C,2012,Hatchback,182000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,White,False,4900,False
HONDA,Crosstour,2010,Jeep,176000.0,Petrol,3.5,4x4,Automatic,4/5,Left wheel,Black,True,6500,True
LEXUS,RX 400,2007,Jeep,178526.0,Hybrid,3.3,4x4,Automatic,4/5,Left wheel,Black,True,8800,True
MERCEDES-BENZ,E 350,2014,Sedan,74000.0,Petrol,3.5,4x4,Tiptronic,4/5,Left wheel,Silver,True,17800,True
SUZUKI,Grand Vitara,2006,Jeep,299200.0,Petrol,2.7,4x4,Automatic,4/5,Left wheel,Silver,False,4278,True
MINI,Countryman,2011,Sedan,218000.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,Red,True,6200,True
SUZUKI,Grand Vitara,2008,Jeep,155000.0,Petrol,2.0,4x4,Automatic,4/5,Left wheel,Grey,False,6245,True
MERCEDES-BENZ,E 220,2013,Sedan,186000.0,Diesel,2.2,Rear,Tiptronic,4/5,Left wheel,Black,True,14750,False
TOYOTA,Prius,2013,Sedan,71000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Grey,True,6100,True
TOYOTA,Camry,2013,Sedan,90000.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Carnelian red,True,5600,False
HYUNDAI,Santa FE,2013,Jeep,88000.0,Petrol,2.4,4x4,Tiptronic,4/5,Left wheel,Grey,True,13400,True
PORSCHE,Cayenne,2011,Jeep,171000.0,Petrol,3.5,4x4,Tiptronic,4/5,Left wheel,Black,True,18000,True
MERCEDES-BENZ,E 350,2006,Sedan,177000.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,Silver,True,5700,True
BMW,528,2014,Sedan,65000.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,White,False,15500,True
TOYOTA,Camry XLE,2016,Sedan,143388.0,Hybrid,2.5,Front,Variator,4/5,Left wheel,Grey,True,14500,True
BMW,X5,2011,Jeep,250000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Grey,True,13000,True
HONDA,FIT,2002,Hatchback,120000.0,CNG,1.3,Front,Automatic,4/5,Right-hand drive,Red,False,2700,True
LINCOLN,MKZ,2013,Sedan,120000.0,Hybrid,2.0,Front,Automatic,4/5,Left wheel,Silver,True,10500,True
KIA,Optima hybrid,2013,Sedan,171200.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,White,False,6300,True
BMW,X5,2011,Jeep,230400.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Black,True,10500,False
HYUNDAI,Elantra,2015,Sedan,203200.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Silver,False,5800,False
TOYOTA,Camry,2012,Sedan,136000.0,Petrol,2.5,Rear,Tiptronic,4/5,Left wheel,Black,False,7300,False
MERCEDES-BENZ,Viano,2005,Microbus,200000.0,Petrol,3.2,Rear,Tiptronic,4/5,Left wheel,Silver,True,8500,False
HYUNDAI,Accent,2015,Sedan,126789.0,Petrol,1.6,Front,Automatic,4/5,Left wheel,Grey,False,5300,False
BMW,735,2002,Sedan,100000.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,Silver,True,5500,False
MERCEDES-BENZ,GL 450,2008,Jeep,175000.0,Petrol,4.7,4x4,Tiptronic,4/5,Left wheel,White,True,8500,True
TOYOTA,Prius,2008,Hatchback,193000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Silver,True,4700,True
SUBARU,Forester,2016,Jeep,40000.0,Petrol,2.5,4x4,Variator,4/5,Left wheel,Black,False,10000,False
TOYOTA,Avalon,2013,Sedan,150956.0,Hybrid,2.5,Front,Tiptronic,4/5,Left wheel,Carnelian red,True,9800,False
TOYOTA,Vitz,2007,Hatchback,162188.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Blue,False,3300,True
HYUNDAI,Sonata sport,2015,Sedan,44444.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Blue,True,9000,False
TOYOTA,Prius C,2012,Sedan,113000.0,Petrol,1.5,Front,Tiptronic,4/5,Left wheel,Orange,False,4700,False
TOYOTA,Prius,2009,Hatchback,115000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Black,True,6500,True
FIAT,Panda,2008,Sedan,119000.0,Petrol,1.2,Front,Tiptronic,4/5,Left wheel,Orange,False,3200,True
MERCEDES-BENZ,ML 320 restailing,2003,Jeep,176320.0,CNG,3.2,4x4,Tiptronic,4/5,Left wheel,White,True,3650,False
HYUNDAI,Accent,2012,Sedan,130850.0,Diesel,1.6,Front,Tiptronic,4/5,Left wheel,Silver,False,5000,True
FORD,Fusion,2013,Sedan,245000.0,Petrol,1.6,Front,Automatic,4/5,Left wheel,Black,False,5700,True
MERCEDES-BENZ,ML 320 restailingi,2003,Jeep,176320.0,CNG,3.2,4x4,Tiptronic,4/5,Left wheel,White,True,3650,False
HYUNDAI,Elantra,2014,Sedan,112000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,White,False,5400,False
MERCEDES-BENZ,Vito,2004,Minivan,3000.0,Diesel,2.2,Rear,Manual,4/5,Left wheel,Silver,False,8000,True
HONDA,Civic,2002,Hatchback,203000.0,Petrol,1.5,Front,Variator,4/5,Right-hand drive,Silver,False,2000,True
MERCEDES-BENZ,A 160 1.6 Long,2003,Sedan,139000.0,Petrol,1.6,Front,Automatic,4/5,Left wheel,Red,False,2150,True
TOYOTA,Allion,2007,Minivan,140000.0,Petrol,3.0,Front,Tiptronic,4/5,Right-hand drive,White,True,5400,False
MERCEDES-BENZ,E 500 AVG,2005,Sedan,56000.0,Petrol,5.0,Rear,Tiptronic,4/5,Right-hand drive,Black,True,4700,False
MERCEDES-BENZ,E 500 AMG,2003,Sedan,150000.0,Petrol,5.0,Rear,Tiptronic,4/5,Right-hand drive,White,True,3800,False
MERCEDES-BENZ,B 170,2009,Hatchback,150000.0,Petrol,1.7,Front,Tiptronic,4/5,Right-hand drive,Sky blue,True,2500,False
MERCEDES-BENZ,E 300 AVANTGARDE-LTD,2007,Universal,75000.0,Petrol,3.0,Rear,Tiptronic,4/5,Right-hand drive,White,True,4500,False
TOYOTA,Land Cruiser Prado,2013,Jeep,104000.0,Petrol,4.0,4x4,Tiptronic,4/5,Left wheel,Silver,True,29000,True
RENAULT,Kangoo Waggon,2009,Goods wagon,160000.0,Diesel,1.5,Front,Manual,2/3,Left wheel,White,False,3500,True
MERCEDES-BENZ,E 500,2003,Sedan,150000.0,Petrol,5.0,Rear,Tiptronic,4/5,Right-hand drive,White,True,3800,False
TOYOTA,RAV 4,2012,Jeep,198400.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Green,False,8200,True
FORD,Explorer XLT,2006,Jeep,117000.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Grey,True,4500,False
MERCEDES-BENZ,E 430  AVANTGARDE,2000,Universal,150000.0,Petrol,4.3,Rear,Tiptronic,4/5,Left wheel,White,True,3500,False
MERCEDES-BENZ,A 200,2005,Hatchback,62000.0,Petrol,2.0,Front,Automatic,4/5,Right-hand drive,Silver,True,2000,False
MERCEDES-BENZ,B 200,2008,Hatchback,87000.0,Petrol,1.7,Front,Tiptronic,4/5,Right-hand drive,Black,True,2500,False
TOYOTA,Aqua s,2013,Hatchback,120000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,White,False,4500,True
VOLKSWAGEN,Passat,2013,Sedan,174880.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3750,False
OPEL,Astra H,2005,Hatchback,196000.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,Beige,False,3200,True
MAZDA,Demio,2003,Sedan,180000.0,Petrol,1.5,Front,Tiptronic,4/5,Right-hand drive,Blue,False,2000,True
BMW,328 F30,2012,Sedan,197000.0,Petrol,2.0,Rear,Tiptronic,4/5,Left wheel,Black,True,9367,True
VOLKSWAGEN,Touareg,2010,Jeep,183392.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Grey,True,5075,False
VOLKSWAGEN,Jetta,2015,Sedan,181371.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,5675,False
VOLKSWAGEN,Touareg,2010,Jeep,180893.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,White,True,4850,False
VOLKSWAGEN,Touareg,2014,Jeep,179056.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,White,True,8700,False
LEXUS,RX 450,2011,Jeep,205000.0,Hybrid,3.5,Front,Automatic,4/5,Left wheel,White,True,12500,False
VOLKSWAGEN,Touareg,2010,Jeep,178877.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Silver,True,5200,False
VOLKSWAGEN,Passat,2012,Sedan,218654.0,Diesel,2.0,Front,Tiptronic,4/5,Left wheel,Silver,True,3600,False
VAZ,2121 (Niva),2007,Jeep,111000.0,Petrol,1.7,4x4,Manual,4/5,Left wheel,Black,True,2400,True
VOLKSWAGEN,Passat,2012,Sedan,178573.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Grey,True,4675,False
TOYOTA,Aqua,2013,Hatchback,134421.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,White,False,4500,True
MERCEDES-BENZ,E 350,2006,Sedan,220000.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,Brown,True,6700,True
KIA,Optima,2015,Sedan,130000.0,Petrol,2.4,Front,Automatic,4/5,Left wheel,Blue,True,5200,False
TOYOTA,Prius,2011,Hatchback,92000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Grey,False,6200,False
JEEP,Liberty,2012,Jeep,124670.0,Petrol,3.7,4x4,Automatic,4/5,Left wheel,Grey,False,5800,True
TOYOTA,Prius C,2013,Hatchback,115000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Sky blue,False,4500,False
MITSUBISHI,Montero Sport,2002,Jeep,283200.0,LPG,3.0,4x4,Manual,4/5,Left wheel,White,False,3500,True
MERCEDES-BENZ,CLS 55 AMG,2006,Coupe,210000.0,Petrol,5.5,Rear,Tiptronic,4/5,Left wheel,Black,True,10500,True
TOYOTA,Aqua,2014,Hatchback,126000.0,Hybrid,1.5,Front,Variator,4/5,Right-hand drive,Black,False,4800,True
OPEL,Zafira,2004,Minivan,220000.0,CNG,2.2,Front,Tiptronic,4/5,Left wheel,White,False,3500,True
MITSUBISHI,Outlander,2008,Jeep,200000.0,Diesel,2.0,4x4,Manual,4/5,Left wheel,Blue,True,6500,False
BMW,X5,2012,Jeep,172800.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Black,False,15000,True
SUBARU,Forester,2014,Jeep,140000.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Black,False,6200,False
SUBARU,Forester,2014,Jeep,113000.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Blue,True,6500,False
HONDA,FIT PREMIUMI,2011,Hatchback,133000.0,Hybrid,1.3,Front,Tiptronic,4/5,Right-hand drive,Silver,False,2500,False
HONDA,FIT premium paketi,2011,Hatchback,116000.0,Hybrid,1.3,Front,Tiptronic,4/5,Right-hand drive,Blue,False,2500,False
BMW,535,2007,Sedan,166000.0,Petrol,3.0,4x4,Tiptronic,4/5,Left wheel,Black,True,5300,True
VOLKSWAGEN,Jetta,2014,Sedan,215026.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Grey,True,2125,False
VOLKSWAGEN,Jetta,2013,Sedan,213560.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,1675,False
TOYOTA,Prius V,2014,Universal,178000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Black,False,4300,False
VOLKSWAGEN,Passat,2013,Sedan,207563.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,4200,False
VOLKSWAGEN,Jetta,2013,Sedan,203142.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,White,True,4500,False
HYUNDAI,Elantra,2012,Sedan,121000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Blue,False,3500,False
PORSCHE,Panamera,2010,Sedan,88939.0,Petrol,4.8,4x4,Tiptronic,4/5,Left wheel,Grey,True,21500,False
VOLKSWAGEN,Jetta,2014,Goods wagon,199098.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Silver,True,3925,False
VOLKSWAGEN,Touareg,2010,Jeep,190760.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Grey,True,4905,False
HONDA,Civic,2001,Hatchback,210000.0,Petrol,1.5,Front,Variator,4/5,Right-hand drive,Silver,False,2100,True
HONDA,FIT,2011,Hatchback,93154.0,Hybrid,1.3,Front,Tiptronic,4/5,Right-hand drive,White,False,2451,False
VOLKSWAGEN,Touareg,2011,Jeep,185669.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Black,True,8400,False
AUDI,A4 s-line,2004,Universal,150000.0,Petrol,1.8,4x4,Tiptronic,4/5,Left wheel,Blue,True,2500,True
VOLKSWAGEN,Touareg,2010,Jeep,272011.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Silver,True,2975,False
HONDA,FIT shaattli,2013,Sedan,166000.0,Hybrid,1.3,Front,Tiptronic,4/5,Right-hand drive,Silver,True,3800,True
VOLKSWAGEN,Touareg,2009,Jeep,231070.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,White,True,4100,False
VOLKSWAGEN,Touareg,2011,Jeep,230035.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Black,True,6700,False
VOLKSWAGEN,Touareg,2014,Jeep,216458.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Silver,True,9875,False
TOYOTA,Camry,2012,Sedan,126000.0,Petrol,3.5,Front,Automatic,4/5,Left wheel,Grey,True,8000,True
TOYOTA,Camry,2014,Sedan,144000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,False,7000,True
FORD,Fusion,2014,Sedan,80000.0,Hybrid,2.0,Front,Automatic,4/5,Left wheel,Black,True,7000,False
FORD,Fiesta,2014,Hatchback,80000.0,Petrol,1.6,Front,Automatic,4/5,Left wheel,Grey,True,4300,True
FORD,Fusion,2012,Sedan,83000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,True,4500,True
HONDA,FIT,2013,Hatchback,80000.0,Petrol,1.5,Front,Automatic,4/5,Left wheel,Blue,False,4000,True
CHEVROLET,Cruze,2014,Sedan,88000.0,Petrol,1.4,Front,Automatic,4/5,Left wheel,White,True,4500,True
HYUNDAI,Elantra,2014,Sedan,75000.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Black,False,4500,True
LEXUS,CT 200h,2013,Hatchback,89000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Black,True,7000,True
TOYOTA,Camry,2013,Sedan,95000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Grey,True,7000,True
TOYOTA,Prius,2011,Hatchback,97000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Silver,False,4800,True
TOYOTA,Prius,2013,Hatchback,72000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,White,False,5500,False
TOYOTA,Camry,2013,Sedan,72000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,True,6500,False
TOYOTA,Camry,2013,Sedan,80000.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Black,True,6000,False
TOYOTA,Prius,2011,Hatchback,123200.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,White,True,5000,True
TOYOTA,Camry,2009,Sedan,129600.0,Hybrid,2.4,Front,Automatic,4/5,Left wheel,White,True,5000,True
HYUNDAI,Sonata,2003,Sedan,140000.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Carnelian red,False,2654,True
TOYOTA,Prius C,2012,Hatchback,114000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Silver,False,5600,False
VOLKSWAGEN,Jetta,2009,Goods wagon,280734.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Black,True,2000,False
BMW,318,2002,Sedan,145000.0,Petrol,2.0,Rear,Manual,4/5,Left wheel,Silver,False,2500,False
CHEVROLET,Cruze,2013,Sedan,100000.0,Petrol,1.4,Front,Automatic,4/5,Left wheel,Carnelian red,False,1300,False
TOYOTA,Prius,2010,Hatchback,250000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Black,False,3500,False
MERCEDES-BENZ,G 55 AMG,2010,Jeep,92715.0,Petrol,5.5,4x4,Automatic,4/5,Left wheel,Black,True,53700,False
HONDA,Insight,2010,Sedan,130000.0,Hybrid,1.3,Front,Tiptronic,4/5,Right-hand drive,Black,False,5000,True
MERCEDES-BENZ,G 63 AMG,2014,Jeep,83560.0,Petrol,5.5,4x4,Automatic,4/5,Left wheel,Silver,True,65500,False
MERCEDES-BENZ,G 63 AMG,2016,Jeep,82914.0,Petrol,5.5,4x4,Automatic,4/5,Left wheel,Black,True,78000,False
MERCEDES-BENZ,G 550,2014,Jeep,99698.0,Petrol,5.5,4x4,Automatic,4/5,Left wheel,White,True,56000,False
MERCEDES-BENZ,S 320,2010,Sedan,259000.0,Diesel,3.2,Rear,Tiptronic,4/5,Left wheel,Black,True,13500,True
MERCEDES-BENZ,G 550,2014,Jeep,99570.0,Petrol,5.5,4x4,Automatic,4/5,Left wheel,Grey,True,56500,False
MERCEDES-BENZ,G 63 AMG,2016,Jeep,99362.0,Petrol,5.5,4x4,Automatic,4/5,Left wheel,Black,True,68500,False
MERCEDES-BENZ,G 55 AMG,2009,Jeep,218573.0,Petrol,5.5,4x4,Automatic,4/5,Left wheel,Black,True,39990,False
MERCEDES-BENZ,G 500,2008,Jeep,184091.0,Petrol,5.0,4x4,Automatic,4/5,Left wheel,Black,True,38000,False
DODGE,Caliber,2011,Hatchback,120000.0,Petrol,2.0,Front,Variator,4/5,Left wheel,Silver,False,3600,False
HYUNDAI,Santa FE,2013,Jeep,60000.0,Diesel,2.0,Front,Tiptronic,4/5,Left wheel,Blue,True,15200,True
MERCEDES-BENZ,G 55 AMG,2010,Jeep,171117.0,Petrol,5.5,4x4,Automatic,4/5,Left wheel,Black,True,46000,False
SUBARU,Forester,2012,Jeep,40000.0,Petrol,2.5,4x4,Tiptronic,4/5,Left wheel,Black,False,6600,False
MERCEDES-BENZ,G 500,2008,Jeep,161158.0,Petrol,5.0,4x4,Automatic,4/5,Left wheel,Silver,True,29000,False
MERCEDES-BENZ,E 350,2011,Sedan,140000.0,Petrol,3.5,4x4,Automatic,4/5,Left wheel,Black,True,10000,True
MERCEDES-BENZ,G 500,2008,Jeep,161158.0,Petrol,5.0,4x4,Automatic,4/5,Left wheel,Silver,True,29000,False
MERCEDES-BENZ,G 500,2008,Jeep,151133.0,Petrol,5.0,4x4,Automatic,4/5,Left wheel,Silver,True,35400,False
BMW,335,2009,Coupe,140000.0,Petrol,3.5,Rear,Tiptronic,2/3,Left wheel,Black,True,5300,False
